0.005,0.000
0.010,0.000
0.015,0.000
0.020,0.005
0.025,0.018
0.030,0.037
0.035,0.055
0.040,0.078
0.045,0.106
0.050,0.134
0.055,0.161
0.060,0.189
0.065,0.217
0.070,0.249
0.075,0.281
0.080,0.309
0.085,0.346
0.090,0.373
0.095,0.410
0.100,0.438
0.105,0.475
0.110,0.507
0.115,0.539
0.120,0.571
0.125,0.604
0.130,0.641
0.135,0.668
0.140,0.705
0.145,0.737
0.150,0.770
0.155,0.806
0.160,0.834
0.165,0.871
0.170,0.903
0.175,0.935
0.180,0.972
0.185,1.005
0.190,1.037
0.195,1.069
0.200,1.101
0.205,1.138
0.210,1.166
0.215,1.203
0.220,1.235
0.225,1.267
0.230,1.304
0.235,1.332
0.240,1.369
0.245,1.401
0.250,1.433
0.255,1.470
0.260,1.498
0.265,1.535
0.270,1.567
0.275,1.599
0.280,1.636
0.285,1.664
0.290,1.700
0.295,1.733
0.300,1.765
0.305,1.797
0.310,1.829
0.315,1.866
0.320,1.894
0.325,1.931
0.330,1.963
0.335,1.995
0.340,2.028
0.345,2.060
0.350,2.092
0.355,2.124
0.360,2.161
0.365,2.189
0.370,2.226
0.375,2.258
0.380,2.290
0.385,2.323
0.390,2.355
0.395,2.392
0.400,2.419
0.405,2.456
0.410,2.484
0.415,2.521
0.420,2.548
0.425,2.585
0.430,2.618
0.435,2.650
0.440,2.682
0.445,2.714
0.450,2.747
0.455,2.779
0.460,2.811
0.465,2.843
0.470,2.876
0.475,2.908
0.480,2.945
0.485,2.972
0.490,3.009
0.495,3.037
0.500,3.074
0.505,3.101
0.510,3.138
0.515,3.166
0.520,3.203
0.525,3.230
0.530,3.267
0.535,3.295
0.540,3.332
0.545,3.359
0.550,3.396
0.555,3.424
0.560,3.461
0.565,3.488
0.570,3.521
0.575,3.553
0.580,3.585
0.585,3.618
0.590,3.650
0.595,3.682
0.600,3.714
0.605,3.747
0.610,3.779
0.615,3.811
0.620,3.843
0.625,3.876
0.630,3.903
0.635,3.940
0.640,3.968
0.645,4.000
0.650,4.032
0.655,4.065
0.660,4.097
0.665,4.129
0.670,4.161
0.675,4.189
0.680,4.226
0.685,4.253
0.690,4.286
0.695,4.318
0.700,4.346
0.705,4.382
0.710,4.410
0.715,4.442
0.720,4.475
0.725,4.502
0.730,4.539
0.735,4.567
0.740,4.599
0.745,4.631
0.750,4.659
0.755,4.691
0.760,4.724
0.765,4.751
0.770,4.783
0.775,4.816
0.780,4.843
0.785,4.880
0.790,4.908
0.795,4.935
0.800,4.972
0.805,5.000
0.810,5.032
0.815,5.065
0.820,5.092
0.825,5.124
0.830,5.157
0.835,5.184
0.840,5.212
0.845,5.244
0.850,5.276
0.855,5.304
0.860,5.336
0.865,5.369
0.870,5.396
0.875,5.424
0.880,5.461
0.885,5.488
0.890,5.516
0.895,5.548
0.900,5.581
0.905,5.608
0.910,5.636
0.915,5.668
0.920,5.700
0.925,5.728
0.930,5.756
0.935,5.788
0.940,5.820
0.945,5.848
0.950,5.876
0.955,5.903
0.960,5.935
0.965,5.968
0.970,5.995
0.975,6.023
0.980,6.051
0.985,6.083
0.990,6.111
0.995,6.143
1.000,6.171
1.005,6.198
1.010,6.226
1.015,6.253
1.020,6.286
1.025,6.318
1.030,6.346
1.035,6.373
1.040,6.401
1.045,6.429
1.050,6.456
1.055,6.488
1.060,6.516
1.065,6.544
1.070,6.571
1.075,6.604
1.080,6.631
1.085,6.659
1.090,6.687
