0.005,0.000
0.010,0.000
0.015,0.005
0.020,0.018
0.025,0.037
0.030,0.055
0.035,0.083
0.040,0.111
0.045,0.134
0.050,0.166
0.055,0.194
0.060,0.226
0.065,0.258
0.070,0.286
0.075,0.323
0.080,0.355
0.085,0.387
0.090,0.419
0.095,0.452
0.100,0.488
0.105,0.521
0.110,0.553
0.115,0.590
0.120,0.622
0.125,0.654
0.130,0.691
0.135,0.728
0.140,0.756
0.145,0.793
0.150,0.829
0.155,0.862
0.160,0.894
0.165,0.931
0.170,0.963
0.175,0.995
0.180,1.032
0.185,1.069
0.190,1.101
0.195,1.134
0.200,1.171
0.205,1.203
0.210,1.235
0.215,1.272
0.220,1.309
0.225,1.341
0.230,1.373
0.235,1.410
0.240,1.442
0.245,1.475
0.250,1.512
0.255,1.548
0.260,1.581
0.265,1.613
0.270,1.650
0.275,1.682
0.280,1.714
0.285,1.751
0.290,1.788
0.295,1.820
0.300,1.853
0.305,1.889
0.310,1.922
0.315,1.954
0.320,1.991
0.325,2.028
0.330,2.060
0.335,2.092
0.340,2.129
0.345,2.166
0.350,2.198
0.355,2.230
0.360,2.267
0.365,2.300
0.370,2.332
0.375,2.369
0.380,2.406
0.385,2.438
0.390,2.470
0.395,2.507
0.400,2.539
0.405,2.571
0.410,2.608
0.415,2.645
0.420,2.677
0.425,2.710
0.430,2.747
0.435,2.783
0.440,2.816
0.445,2.848
0.450,2.885
0.455,2.917
0.460,2.949
0.465,2.986
0.470,3.023
0.475,3.055
0.480,3.088
0.485,3.124
0.490,3.157
0.495,3.189
0.500,3.226
0.505,3.263
0.510,3.295
0.515,3.327
0.520,3.364
0.525,3.401
0.530,3.433
0.535,3.465
0.540,3.502
0.545,3.535
0.550,3.567
0.555,3.604
0.560,3.641
0.565,3.673
0.570,3.705
0.575,3.742
0.580,3.779
0.585,3.806
0.590,3.843
0.595,3.880
0.600,3.912
0.605,3.945
0.610,3.982
0.615,4.018
0.620,4.051
0.625,4.083
0.630,4.120
0.635,4.152
0.640,4.184
0.645,4.221
0.650,4.258
0.655,4.290
0.660,4.323
0.665,4.359
0.670,4.396
0.675,4.429
0.680,4.461
0.685,4.498
0.690,4.530
0.695,4.562
0.700,4.599
0.705,4.636
0.710,4.668
0.715,4.700
0.720,4.737
0.725,4.774
0.730,4.806
0.735,4.839
0.740,4.876
0.745,4.908
0.750,4.940
0.755,4.977
0.760,5.014
0.765,5.046
0.770,5.078
0.775,5.115
0.780,5.152
0.785,5.184
0.790,5.217
0.795,5.253
0.800,5.286
0.805,5.318
0.810,5.355
0.815,5.392
0.820,5.424
0.825,5.456
0.830,5.493
0.835,5.530
0.840,5.562
0.845,5.594
0.850,5.631
0.855,5.664
0.860,5.696
0.865,5.733
0.870,5.770
0.875,5.802
0.880,5.834
0.885,5.871
0.890,5.903
0.895,5.940
0.900,5.972
0.905,6.009
0.910,6.041
0.915,6.074
0.920,6.111
0.925,6.147
0.930,6.180
0.935,6.212
0.940,6.249
0.945,6.281
0.950,6.318
0.955,6.350
0.960,6.387
0.965,6.419
0.970,6.452
0.975,6.488
0.980,6.525
0.985,6.558
0.990,6.590
0.995,6.627
1.000,6.659
1.005,6.691
1.010,6.728
1.015,6.765
1.020,6.797
1.025,6.829
1.030,6.866
1.035,6.903
1.040,6.935
1.045,6.968
1.050,7.005
1.055,7.041
1.060,7.069
1.065,7.106
1.070,7.143
1.075,7.175
1.080,7.207
1.085,7.244
1.090,7.281
