0.005,0.000
0.010,0.005
0.015,0.014
0.020,0.028
0.025,0.046
0.030,0.069
0.035,0.097
0.040,0.120
0.045,0.147
0.050,0.180
0.055,0.207
0.060,0.235
0.065,0.272
0.070,0.300
0.075,0.336
0.080,0.364
0.085,0.401
0.090,0.433
0.095,0.465
0.100,0.502
0.105,0.535
0.110,0.567
0.115,0.604
0.120,0.631
0.125,0.668
0.130,0.705
0.135,0.733
0.140,0.770
0.145,0.806
0.150,0.834
0.155,0.871
0.160,0.908
0.165,0.935
0.170,0.972
0.175,1.009
0.180,1.041
0.185,1.074
0.190,1.111
0.195,1.143
0.200,1.175
0.205,1.212
0.210,1.244
0.215,1.276
0.220,1.313
0.225,1.346
0.230,1.378
0.235,1.415
0.240,1.447
0.245,1.479
0.250,1.516
0.255,1.548
0.260,1.581
0.265,1.618
0.270,1.650
0.275,1.682
0.280,1.719
0.285,1.756
0.290,1.783
0.295,1.820
0.300,1.857
0.305,1.889
0.310,1.922
0.315,1.959
0.320,1.991
0.325,2.023
0.330,2.060
0.335,2.092
0.340,2.124
0.345,2.161
0.350,2.194
0.355,2.226
0.360,2.263
0.365,2.300
0.370,2.327
0.375,2.364
0.380,2.401
0.385,2.433
0.390,2.465
0.395,2.502
0.400,2.535
0.405,2.567
0.410,2.604
0.415,2.636
0.420,2.668
0.425,2.705
0.430,2.737
0.435,2.770
0.440,2.806
0.445,2.843
0.450,2.876
0.455,2.908
0.460,2.945
0.465,2.977
0.470,3.009
0.475,3.046
0.480,3.078
0.485,3.111
0.490,3.147
0.495,3.180
0.500,3.212
0.505,3.249
0.510,3.286
0.515,3.318
0.520,3.350
0.525,3.387
0.530,3.419
0.535,3.452
0.540,3.488
0.545,3.521
0.550,3.553
0.555,3.590
0.560,3.622
0.565,3.654
0.570,3.691
0.575,3.728
0.580,3.760
0.585,3.793
0.590,3.829
0.595,3.862
0.600,3.894
0.605,3.931
0.610,3.963
0.615,3.995
0.620,4.032
0.625,4.065
0.630,4.097
0.635,4.134
0.640,4.171
0.645,4.203
0.650,4.235
0.655,4.272
0.660,4.304
0.665,4.336
0.670,4.373
0.675,4.406
0.680,4.438
0.685,4.475
0.690,4.507
0.695,4.539
0.700,4.576
0.705,4.613
0.710,4.645
0.715,4.677
0.720,4.714
0.725,4.747
0.730,4.779
0.735,4.816
0.740,4.848
0.745,4.880
0.750,4.917
0.755,4.954
0.760,4.986
0.765,5.018
0.770,5.055
0.775,5.088
0.780,5.120
0.785,5.157
0.790,5.189
0.795,5.221
0.800,5.258
0.805,5.290
0.810,5.323
0.815,5.359
0.820,5.396
0.825,5.429
0.830,5.461
0.835,5.498
0.840,5.530
0.845,5.562
0.850,5.599
0.855,5.631
0.860,5.664
0.865,5.700
0.870,5.733
0.875,5.765
0.880,5.802
0.885,5.839
0.890,5.866
0.895,5.903
0.900,5.940
0.905,5.972
0.910,6.005
0.915,6.041
0.920,6.074
0.925,6.106
0.930,6.143
0.935,6.180
0.940,6.207
0.945,6.244
0.950,6.281
0.955,6.313
0.960,6.346
0.965,6.382
0.970,6.415
0.975,6.447
0.980,6.484
0.985,6.516
0.990,6.548
0.995,6.585
1.000,6.622
1.005,6.654
1.010,6.687
1.015,6.724
1.020,6.756
1.025,6.788
1.030,6.825
1.035,6.857
1.040,6.889
1.045,6.926
1.050,6.959
1.055,6.995
1.060,7.028
1.065,7.065
1.070,7.097
1.075,7.129
1.080,7.166
1.085,7.198
1.090,7.230
1.095,7.267
1.100,7.304
1.105,7.336
1.110,7.369
1.115,7.406
1.120,7.438
1.125,7.470
1.130,7.507
1.135,7.539
1.140,7.571
1.145,7.608
1.150,7.641
1.155,7.677
1.160,7.710
1.165,7.747
1.170,7.779
1.175,7.811
1.180,7.848
1.185,7.880
1.190,7.912
1.195,7.949
1.200,7.986
1.205,8.014
1.210,8.051
1.215,8.083
1.220,8.111
1.225,8.129
1.230,8.143
1.235,8.147
1.240,8.143
1.245,8.134
1.250,8.124
1.255,8.106
1.260,8.078
1.265,8.060
1.270,8.032
1.275,8.005
1.280,7.982
1.285,7.959
1.290,7.935
1.295,7.922
1.300,7.908
1.305,7.903
1.310,7.903
1.315,7.912
1.320,7.922
1.325,7.940
1.330,7.959
1.335,7.977
1.340,8.000
1.345,8.023
1.350,8.041
1.355,8.060
1.360,8.078
1.365,8.088
1.370,8.097
1.375,8.097
1.380,8.097
1.385,8.083
1.390,8.074
1.395,8.060
1.400,8.041
1.405,8.023
1.410,8.005
1.415,7.986
1.420,7.972
1.425,7.959
1.430,7.949
1.435,7.940
1.440,7.940
1.445,7.940
1.450,7.945
1.455,7.959
1.460,7.968
1.465,7.982
1.470,7.995
1.475,8.009
1.480,8.023
1.485,8.041
1.490,8.051
1.495,8.060
1.500,8.069
1.505,8.069
1.510,8.069
1.515,8.060
1.520,8.055
1.525,8.041
1.530,8.032
1.535,8.023
1.540,8.009
1.545,7.995
1.550,7.986
1.555,7.977
1.560,7.968
1.565,7.968
1.570,7.963
1.575,7.963
1.580,7.963
1.585,7.968
1.590,7.972
1.595,7.982
1.600,7.986
1.605,8.000
1.610,8.009
1.615,8.014
1.620,8.023
1.625,8.032
1.630,8.041
1.635,8.041
1.640,8.046
1.645,8.046
1.650,8.046
1.655,8.041
1.660,8.037
1.665,8.032
1.670,8.023
1.675,8.014
1.680,8.009
1.685,8.005
1.690,7.995
1.695,7.995
1.700,7.986
1.705,7.986
1.710,7.982
1.715,7.982
1.720,7.977
1.725,7.982
1.730,7.986
1.735,7.986
1.740,7.995
1.745,7.995
1.750,8.005
1.755,8.009
1.760,8.014
1.765,8.018
1.770,8.023
1.775,8.028
1.780,8.032
1.785,8.032
1.790,8.032
1.795,8.032
1.800,8.028
1.805,8.023
1.810,8.023
1.815,8.018
1.820,8.014
1.825,8.014
1.830,8.009
1.835,8.009
1.840,8.005
1.845,8.005
1.850,8.005
1.855,8.005
1.860,8.005
1.865,8.005
1.870,8.005
1.875,8.005
1.880,8.005
1.885,8.005
1.890,8.005
1.895,8.005
1.900,8.005
1.905,8.005
1.910,8.005
1.915,8.005
1.920,8.005
1.925,8.005
1.930,8.005
1.935,8.005
1.940,8.005
1.945,8.005
1.950,8.005
1.955,8.005
1.960,8.005
1.965,8.005
1.970,8.005
1.975,8.005
1.980,8.005
1.985,8.005
1.990,8.005
1.995,8.005
2.000,8.005
2.005,8.005
2.010,8.005
2.015,8.005
2.020,8.005
2.025,8.005
2.030,8.005
2.035,8.005
2.040,8.005
2.045,8.005
2.050,8.005
2.055,8.005
2.060,8.005
2.065,8.005
2.070,8.005
2.075,8.005
2.080,8.005
2.085,8.005
2.090,8.005
2.095,8.005
2.100,8.005
2.105,8.005
2.110,8.005
2.115,8.005
2.120,8.005
2.125,8.005
2.130,8.005
2.135,8.005
2.140,8.005
2.145,8.005
2.150,8.005
2.155,8.005
2.160,8.005
2.165,8.005
2.170,8.005
2.175,8.005
2.180,8.005
2.185,8.005
2.190,8.005
2.195,8.005
2.200,8.005
2.205,8.005
2.210,8.005
2.215,8.005
2.220,8.005
2.225,8.005
2.230,8.005
2.235,8.005
2.240,8.005
2.245,8.005
2.250,8.005
2.255,8.005
2.260,8.005
2.265,8.005
2.270,8.005
2.275,8.005
2.280,8.005
2.285,8.005
2.290,8.005
2.295,8.005
2.300,8.005
2.305,8.005
2.310,8.005
2.315,8.005
2.320,8.005
2.325,8.005
2.330,8.005
2.335,8.005
2.340,8.005
2.345,8.005
2.350,8.005
2.355,8.005
2.360,8.005
2.365,8.005
2.370,8.005
2.375,8.005
2.380,8.005
2.385,8.005
2.390,8.005
2.395,8.005
2.400,8.005
2.405,8.005
2.410,8.005
2.415,8.005
2.420,8.005
2.425,8.005
2.430,8.005
2.435,8.005
2.440,8.005
2.445,8.005
2.450,8.005
2.455,8.005
2.460,8.005
2.465,8.005
2.470,8.005
2.475,8.005
2.480,8.005
2.485,8.005
2.490,8.005
2.495,8.005
2.500,8.005
2.505,8.005
2.510,8.005
2.515,8.005
2.520,8.005
2.525,8.005
2.530,8.005
2.535,8.005
2.540,8.005
2.545,8.005
2.550,8.005
2.555,8.005
2.560,8.005
2.565,8.005
2.570,8.005
2.575,8.005
2.580,8.005
2.585,8.005
2.590,8.005
2.595,8.005
2.600,8.005
2.605,8.005
2.610,8.005
2.615,8.005
2.620,8.005
2.625,8.005
2.630,8.005
2.635,8.005
2.640,8.005
2.645,8.005
2.650,8.005
2.655,8.005
2.660,8.005
2.665,8.005
2.670,8.005
2.675,8.005
2.680,8.005
2.685,8.005
2.690,8.005
2.695,8.005
2.700,8.005
2.705,8.005
2.710,8.005
2.715,8.005
2.720,8.005
2.725,8.005
2.730,8.005
2.735,8.005
2.740,8.005
2.745,8.005
2.750,8.005
2.755,8.005
2.760,8.005
2.765,8.005
2.770,8.005
2.775,8.005
2.780,8.005
2.785,8.005
2.790,8.005
2.795,8.005
2.800,8.005
2.805,8.005
2.810,8.005
2.815,8.005
2.820,8.005
2.825,8.005
2.830,8.005
2.835,8.005
2.840,8.005
2.845,8.005
2.850,8.005
2.855,8.005
2.860,8.005
