0.005,0.000
0.010,0.000
0.015,0.005
0.020,0.014
0.025,0.023
0.030,0.046
0.035,0.069
0.040,0.088
0.045,0.115
0.050,0.143
0.055,0.171
0.060,0.198
0.065,0.230
0.070,0.263
0.075,0.290
0.080,0.327
0.085,0.355
0.090,0.387
0.095,0.419
0.100,0.456
0.105,0.484
0.110,0.521
0.115,0.548
0.120,0.585
0.125,0.618
0.130,0.650
0.135,0.687
0.140,0.714
0.145,0.751
0.150,0.783
0.155,0.816
0.160,0.853
0.165,0.880
0.170,0.917
0.175,0.949
0.180,0.982
0.185,1.018
0.190,1.046
0.195,1.083
0.200,1.115
0.205,1.147
0.210,1.180
0.215,1.212
0.220,1.249
0.225,1.276
0.230,1.313
0.235,1.346
0.240,1.378
0.245,1.415
0.250,1.442
0.255,1.479
0.260,1.512
0.265,1.544
0.270,1.576
0.275,1.608
0.280,1.645
0.285,1.673
0.290,1.710
0.295,1.742
0.300,1.774
0.305,1.806
0.310,1.839
0.315,1.876
0.320,1.903
0.325,1.940
0.330,1.972
0.335,2.005
0.340,2.037
0.345,2.069
0.350,2.101
0.355,2.134
0.360,2.171
0.365,2.198
0.370,2.235
0.375,2.263
0.380,2.300
0.385,2.327
0.390,2.364
0.395,2.396
0.400,2.429
0.405,2.461
0.410,2.493
0.415,2.525
0.420,2.558
0.425,2.590
0.430,2.622
0.435,2.654
0.440,2.687
0.445,2.724
0.450,2.751
0.455,2.788
0.460,2.816
0.465,2.853
0.470,2.880
0.475,2.917
0.480,2.945
0.485,2.982
0.490,3.009
0.495,3.046
0.500,3.074
0.505,3.111
0.510,3.138
0.515,3.175
0.520,3.203
0.525,3.240
0.530,3.267
0.535,3.304
0.540,3.332
0.545,3.369
0.550,3.396
0.555,3.433
0.560,3.461
0.565,3.498
0.570,3.525
0.575,3.562
0.580,3.590
0.585,3.622
0.590,3.654
0.595,3.687
0.600,3.719
0.605,3.751
0.610,3.783
0.615,3.811
0.620,3.848
0.625,3.876
0.630,3.912
0.635,3.940
0.640,3.972
0.645,4.005
0.650,4.037
0.655,4.069
0.660,4.097
0.665,4.134
0.670,4.161
0.675,4.194
0.680,4.226
0.685,4.253
0.690,4.290
0.695,4.318
0.700,4.350
0.705,4.382
0.710,4.410
0.715,4.442
0.720,4.475
0.725,4.502
0.730,4.539
0.735,4.567
0.740,4.599
0.745,4.631
0.750,4.659
0.755,4.691
0.760,4.724
0.765,4.751
0.770,4.783
0.775,4.816
0.780,4.843
0.785,4.876
0.790,4.908
0.795,4.935
0.800,4.968
0.805,5.000
0.810,5.028
0.815,5.060
0.820,5.092
0.825,5.120
0.830,5.147
0.835,5.180
0.840,5.212
0.845,5.240
0.850,5.272
0.855,5.304
0.860,5.332
0.865,5.359
0.870,5.392
0.875,5.424
0.880,5.452
0.885,5.479
0.890,5.512
0.895,5.544
0.900,5.571
0.905,5.599
0.910,5.631
0.915,5.664
0.920,5.691
0.925,5.719
0.930,5.747
0.935,5.779
0.940,5.811
0.945,5.839
0.950,5.866
0.955,5.899
0.960,5.926
0.965,5.959
0.970,5.986
0.975,6.014
0.980,6.041
0.985,6.074
0.990,6.101
0.995,6.134
1.000,6.161
1.005,6.189
1.010,6.217
1.015,6.244
1.020,6.272
1.025,6.304
1.030,6.332
1.035,6.359
1.040,6.392
1.045,6.419
1.050,6.447
1.055,6.475
1.060,6.502
1.065,6.530
1.070,6.558
1.075,6.585
1.080,6.613
1.085,6.641
1.090,6.668
